Column_1,ETid,Country,Column_4,Date of Decision,Fine [€],Controller/Processor,Column_8,Quoted Art.,Type,Column_11,Source,Column_13
,ETid-503 | https://www.enforcementtracker.com/ETid-503,ITALY ITALY,Italian Data Protection Authority (Garante),2020-11-26,"20,000",Concentrix Cvg Italy s.r.l.,Employment,"Art. 5 (1) a), c) GDPR, Art. 6 (1) b), c) GDPR, Art. 9 (1) b) GDPR",Insufficient legal basis for data processing,"The union UILCOM Sardegna filed a complaint with the Italian DPA (garante) against the call center operator Concentrix Cvg Italy s.r.l. regarding an internal regulation of the controller. 
Under the terms of a 'clean desk policy,' the company had prohibited employees from keeping certain items, such as smartphones, on their desks, which was intended to ensure confidentiality in the processing of customers' personal data. Exceptions were made for medication, which the data subjects proved they needed to take during their shift. These had to be placed visibly on the desk, making it indirectly possible for other employees to obtain information on the health status of the data subjects. The controller had indeed informed the data subjects about the rules of procedure and obtained their consents. However, this did not contain any information on the processing of their health data.",link | https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9509515,https://www.enforcementtracker.com/ETid-503 (Copy: ) | Short URL: https://etid.link/ETid-503 ETid 503 | https://www.enforcementtracker.com/ETid-503
,ETid-502 | https://www.enforcementtracker.com/ETid-502,ITALY ITALY,Italian Data Protection Authority (Garante),2020-11-26,"10,000",Reti Televisive Italiane S.p.a.,"Media, Telecoms and Broadcasting",Art. 5 (1) a) GDPR,Non-compliance with general data processing principles,"The television station broadcasted a documentary about the link between emissions from a local ceramics plant and health problems in the population, in which the person interviewed was not made sufficiently anonymous.",link | https://www.garanteprivacy.it/web/guest/home/docweb/-/docweb-display/docweb/9509558,https://www.enforcementtracker.com/ETid-502 (Copy: ) | Short URL: https://etid.link/ETid-502 ETid 502 | https://www.enforcementtracker.com/ETid-502
,ETid-501 | https://www.enforcementtracker.com/ETid-501,POLAND POLAND,Polish National Personal Data Protection Office (UODO),2020-12-28,"18,930",Towarzystwo Ubezpieczeń i Reasekuracji WARTA S.A.,"Finance, Insurance and Consulting","Art. 33 (1) GDPR, Art. 34 (1) GDPR",Insufficient fulfilment of data breach notification obligations,"The Polish DPA (UODO) fined Towarzystwo Ubezpieczeń i Reasekuracji WARTA S.A. EUR 18,930 for a breach of Art. 33 (1) GDPR and Art. 34 (1) GDPR. 
In May 2020, the DPA received a notification from a third party about a personal data breach involving an insurance agent acting as a processing agent for Towarzystwo Ubezpieczeń i Reasekuracji WARTA S.A. who sent an insurance policy to an unauthorized addressee by email. The document contained personal data concerning, among others, surnames, first names, residential addresses and information on the subject of the insurance policy. 
As a result, the supervisory authority asked the controller to clarify whether, regarding the sending of the electronic correspondence to an unauthorized addressee, a risk analysis on the data security of natural persons had been carried out, which is necessary to evaluate whether a data breach had occurred. Such a breach requires notification to the DPA and the individuals affected by the breach. In the letter, the supervisory authority advised the controller how to notify the breach and asked for explanations.
Despite the letter requesting explanations, the controller did not report the data breach nor did it inform the data subjects about the incident. The DPA therefore initiated administrative proceedings. Only as a result of the initiation of the procedure did the controller report the personal data breach and inform two individuals affected by the breach.",link | https://uodo.gov.pl/decyzje/DKN.5131.5.2020,https://www.enforcementtracker.com/ETid-501 (Copy: ) | Short URL: https://etid.link/ETid-501 ETid 501 | https://www.enforcementtracker.com/ETid-501
,ETid-500 | https://www.enforcementtracker.com/ETid-500,BELGIUM BELGIUM,Belgian Data Protection Authority (APD),2020-12-23,"15,000",Unknown,Industry and Commerce,"Art. 14 (1), (2) GDPR, Art. 12 (3) GDPR, Art. 6 GDPR, Art. 5 (1) c), (2) GDPR, Art. 24 (1), (2) GDPR",Insufficient fulfilment of data subjects rights,"The Belgian DPA (APD) imposed a fine of EUR 15,000 on a company due to insufficient fulfilment of data subject rights. The controller is a debt collection agency which was commissioned by another company to collect debts owed to it. The data subject was issued a fine for illegal parking by the last-mentioned company.  However, the data subject states that he/she did not receive the fine notice. Instead, the data subject only learned about it when he/she received an official reminder letter from the controller, which then demanded payment of the reminder fees in addition to the original fine. The data subject then contacted the controller and requested, among other things, information about which of his/her personal data had been processed. After this request was not fulfilled in a timely manner, the data subject filed a complaint against the controller . 
During its investigation, the DPA found that the controller had violated provisions of the GDPR, for example, by failing to comply with the data subject's request for information on the data processing.",link | https://www.gegevensbeschermingsautoriteit.be/publications/beslissing-ten-gronde-nr.-81-2020.pdf,https://www.enforcementtracker.com/ETid-500 (Copy: ) | Short URL: https://etid.link/ETid-500 ETid 500 | https://www.enforcementtracker.com/ETid-500
,ETid-499 | https://www.enforcementtracker.com/ETid-499,BELGIUM BELGIUM,Belgian Data Protection Authority (APD),2020-12-23,"50,000",Unknown,Industry and Commerce,"Art. 14 (1), (2) GDPR, Art. 12 (1), (2), (3) GDPR, Art. 15 (1) GDPR, Art. 5 (1) c), (2) GDPR, Art. 24 (1), (2) GDPR",Insufficient fulfilment of data subjects rights,"The Belgian DPA (APD) imposed a fine of EUR 50,000 on a company for several violations of the GDPR. The controller is a company that carries out parking ticket controls. The controller controller  had issued the data subject a fine for illegal parking. However, the data subject states that he or she did not receive the fine ticket. Instead, the data subject only found out about it when he or she received an official reminder letter from a law firm commissioned with debt collection, which then demanded payment of the reminder fee in addition to the original fine. The data subject then contacted the company and demanded, among others, information about which of his/her personal data had been processed. After this request was not properly fulfilled in a timely manner, the data subject filed a complaint against the controller 

During its investigations the DPA discovered that the controller  violated several GDPR provisions. Firstly the DPA found that the controller  failed to provide a proper privacy policy. The privacy policy on the controller´s website did not contain any information regarding the processing of personal data nor any contact information of the company. Secondly, the controller violated the data subject's right to information by failing to comply with the data subject's request for information on data processing. Lastly the controller infringed the principle of minimasation by processing the data subject's data for the purpose of sending a payment reminder only one day after the ticket had been issued even though the data subject had the opportunity to pay the fine without such a reminder at that time.",link | https://www.gegevensbeschermingsautoriteit.be/publications/beslissing-ten-gronde-nr.-81-2020.pdf,https://www.enforcementtracker.com/ETid-499 (Copy: ) | Short URL: https://etid.link/ETid-499 ETid 499 | https://www.enforcementtracker.com/ETid-499
,ETid-498 | https://www.enforcementtracker.com/ETid-498,ROMANIA ROMANIA,Romanian National Supervisory Authority for Personal Data Processing (ANSPDCP),2020-12-22,"2,000",S.C. C&V Water Control S.A.,Industry and Commerce,"Art. 58 (1) a), e) GDPR, Art. 58 (2) i) GDPR",Insufficient cooperation with supervisory authority,"The Romanian DPA (ANSPDCP) fined S.C. C&V Water Control S.A. EUR 2,000 for failure to comply with the data protection authority's request for information in the course of an investigation, thus violating Art. 58 (1) a), e) GDPR and Art. 58 (2) i) GDPR.",link | https://www.dataprotection.ro/?page=Comunicat_Presa_22_12_2020&lang=ro,https://www.enforcementtracker.com/ETid-498 (Copy: ) | Short URL: https://etid.link/ETid-498 ETid 498 | https://www.enforcementtracker.com/ETid-498
,ETid-497 | https://www.enforcementtracker.com/ETid-497,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2020-12-22,"6,000","Iberdrola Clientes, SAU",Transportation and Energy,"Art. 48 (1) b) LGT, Art. 21 GDPR, Art. 23 (4) LOPDGDD",Insufficient fulfilment of data subjects rights,"The Spanish DPA (AEPD) fined Iberdrola Clientes, SAU EUR 6,000. The data subject had received promotional calls from two different telephone numbers of the controller although the data subject was registered in the Robinson list. The company attributes the incident to a human error, as the telephone numbers from which the data subject was called were not regularly used for advertising purposes.",link | https://www.aepd.es/es/documento/ps-00368-2020.pdf,https://www.enforcementtracker.com/ETid-497 (Copy: ) | Short URL: https://etid.link/ETid-497 ETid 497 | https://www.enforcementtracker.com/ETid-497
,ETid-496 | https://www.enforcementtracker.com/ETid-496,SPAIN SPAIN,Spanish Data Protection Authority (aepd),2020-12-21,"36,000","Banco Bilbao Vizcaya Argentaria, S.A.","Finance, Insurance and Consulting",Art. 5 (1) d) GDPR,Non-compliance with general data processing principles,"The Spanish DPA (AEPD) fined the financial and credit institution Banco Bilbao Vizcaya Argentaria, S.A. (BBVA) with a fine in the amount of EUR 36,000. The BBVA asked the data subject to settle debts with the BBVA, although the data subject did not have any debts with the bank. As a result, BBVA had transmitted the personal data of the data subject to the debt collection company Multigestión Iberia, S.L., which, over a period of several months, contacted the data subject by telephone and e-mail on behalf of BBVA and requested the payment. The data subject then demanded the erasure of his/her data from BBVA. However, the controller refused to do so.",link | https://www.aepd.es/es/documento/ps-00219-2019.pdf,https://www.enforcementtracker.com/ETid-496 (Copy: ) | Short URL: https://etid.link/ETid-496 ETid 496 | https://www.enforcementtracker.com/ETid-496
